Shimaore / Maore,Français
"Ɓaina ya 1660 ata 1710, mafahavall yatruswa karaibu yaja yaɓunu wukazi ɓaina ya tamatavi na vohemari, walola na waɓushi, wana wao Uhiriwa zanamalata.","Entre 1680 et 1710, les pirates qui ont été chasses des carabes s'installent durablement entre Tamatave et vohemar avec des femmes malgaches. Leurs enfants s'appellent les zanamalata."
Zilime zizo zisutsaha watru wa hazi wengi.,Ces plantations nécessitent une forte main-d’œuvre.
"Ewa. Ata 1719 Wafarantsa wao wala whrenga watrwana 1500 wula murima,Hindi na ɓushini.","Tout à fait. D'ailleurs, en 1719, ces français firent venir d’Afrique, d'inde et de Madagascar 1500 Nouveaux esclaves."
"Bwana kôswili, hunu rika wungiliwa mabetsimisaraka na ya masakalava. Kaɓila mbili zala ɓushini.","Monsieur le consul, on a subi ici les assauts des betsimisaraka et des sakalava, deux peuples venant de Madagascar."
"Ratsimilaho adzawa kutru za 1694, mudzade wa ya mabetsimisaraka. Wawe moja mengoni mwa mazanamalata.","Né vers 1694, ratsimilaho, le fondateur des betsimisaraka était l'un de ces zanamalata."
"Ma yahe aka wuhiriwa rehana, mwana wa mufalme wa Ateva ala fulupweti...","Sa mère s'appelait rehena, une princesse anteva originaire de foulpointe…"
"... Ɓaɓa wahe ɗe Thomas white, fahavalu la shi ngerezani","... Et son père Thomas white, un pirate anglais"
"Masiwa ya ɓahari ya hindi yabvinga yi Murisi, Rodirigi na yi Larinyo","L’ile Maurice et Rodrigues, ainsi que plusieurs ilots proches archipel de l’océan Indien forme de trois iles principales la réunion"
"Ratsimilahu waye filuhabe yaâni shefu muɓole, awana esa arenge pia zi kaɓila za kiɓulani ya ɓushini mukaɓala ya 1710.","Ratsimilaho est filohabe, c'est-à-dire un grand chef. Il a réussi à s'imposer à la tête des ethnies du nord de Madagascar vers 1710."
Wula leo dzina langu ramarumanumpu!,Vous m'appellerez désormais ramaromanompo*!
Wami tsiri wufa. Wufa who ɗe wami kamu.,Je ne crains pas la mort je suis la mort.
Kasi djeshi langu! Kasi!,Souquez mes guerriers !
Wule na watru wahe wadifiri Watru watru. Waka wula kiɓulani ya jua-la-wuhea ya ɓushini na laka fiara mia na mia.,Lui et ses hommes Martyrisèrent notre peuple. Ils venaient du nord-ouest avec plusieurs centaines de pirogues à balancier jumelées ou accouplées: les laka fiara.
"Ɓunduki na mafumo muhononi, wasurenga wanadamu na zinyama, na wuwula wu wasuɓutu. Wasubvashia ha nguvu watru-ɓaɓa, watru-mama na wanatsa wavuka.","Armés de mousquets et de lances, ils pillent habitations et cheptels, massacrent les plus courageux et embarquent de force hommes, femmes ou enfants épargnes par les combats."
Misafara ya wukatili yini yika wupangwa na wurendrwa kula mwaha wa tsano. Namuna yini Wanatsa waka watiti yitsoka amba wahu watsowudzishiha yivbo.,"Ces expéditions meurtrières étaient programmées tous les cinq ans, un délai qui permettait aux enfants en bas-âge de devenir des jeunes gens de valeur négociable lors de l'expédition suivante."
Kafa!,L’horreur !
Ramaromanompo:murumishiwani wengi,Ramaromanompo: celui qui est servi par beaucoup de gens.
Karni ya viii - xv: wula watru Wa handra ata muda wa ya mazefu,VIII-XVe siècles : des premiers Peuplements à la période des chefferies
Wu wanadamu ja komba na land bvua nahi za zinyama zabvingwan,Certaines espèces animales o été introduites par l'homme depuis Madagascar comme le lémurien (maki) et le tenrec (landra)
Karni ya VII: svahanu bvwa maha 8oo gaada ya mutrume isa alama za handra za mukazi kungu.,Environ 700 ans après j.-c. Premières traces de peuplement à Koungou.
"Musafara wa ɓaharini wa waraɓu wa irani, wula karni ya IX.","Navigation arabo-persane en Afrique de l’Est, à partir du IXe siècle."
"Wula karni ya x ata ya xv, bvuka zaidi ya mazefu kumi hari mwa yi maore.","Du Xe au XVe siècle, plus d'une dizaine de chefferies se partagent le territoire de Mayotte,"
Mara ya handra maore yaka wutamukiwa na muramanizi mwaraɓu idrisi.,Première citation de l'archipel des Comores par le géographe arabe al-idrisi.
1490: mutamukio wa handra wa yi maore (mawutu) ha muangishio.,1490: première mention de Mayotte (mawutu) dans les écrits du navigateur ibn majid.
Musafara wa ɓaharini wa waostronezi hari mwa yi ɓahari ya hindi.,Navigation austronésienne dans l’océan Indien.
Mwandro esa mubarikishio wa li djandro la dembeni wabvingwa na ɓaharia la shibushi ata karni ya XII.,"Fondation, puis développement de la civilisation Dembeni sous l'impulsion de marins proto-malgaches jusqu'au XIIe siècle."
"1228: ibn al-mudjawir, muramanizi mwaraɓu ayakinisha alama za wubahazazi ɓaina ya al komr (komoru-ɓushini) na daula ya kilwa (tanzani ya leo).","1228: ibn al-mudjawir, geographe arabe, atteste de l'existence de relations commerciales entre al komr (comores-madagascar) et la cité-état de kilwa (tanzanie actuelle)."
Maɓai ya trotro ya muda wa halifa silamu abbasi (dembeni) karni ya XII.,Tesson de céramique abasside musulmane (Dembeni) IXe-Xe
"Bagamoyo, firasho (karni ya X - XI).","Bagayomo, four à chaux (Xe-XIe siècles)."
"Wana bvahanu bvuazingidziwa ngome, djandro la maehe-ehe watarumuo wula karni ya XIV.",De petites localités fortifiées abritent un habitat en pierre où vit l'aristocratie dirigeante à partir du XIVe siècle.
Karni ya viii,Viiie siècle
Karni ya ix,Ixe siècle
Karni ya x,Xe siècle
Karni ya xi,Xie siècle
Karni ya xii,Xiie siècle
Karni ya xiii,Xiiie siècle
Karni ya xiv,Xive siècle
Karni ya xv,Xve siècle
"Wula 1740, kondro za bvabvo na bvabvo ɓaina ya maore na ndzuani. Salimu 1 wa ndzuani asutsaha tu arenge shisiwa yatru","A partir de 1740, des guerres incessantes opposent les sultanats d’Anjouan et de Mayotte, Salim tes d’Anjouan n'aura de cesse de vouloir s'emparer de notre île."
Mwana Mutru-mushe wa Sulutwani watru bwana kombo sin salim atsololwa na saleh ɓin mohammad ɓin sashir el-omany mubahazazi tadoiri aka wuketsi tsingoni ɗago la yezi la maore,"La fille de notre sultan boina combo ben salim épousera entre-temps saleh ben mohammed ben béchir el-omany, un riche commercant omanais établi a tsingoni, capitale de Mayotte,"
"Wufa ya bamuhe wahe, 1790, agamatra yi yezi adzihiri Sulutwani salimu 2.","a la mort de son beau-père en 1790, ce dernier s'empare du trône et se proclame sultan sous le nom de Salim ii,"
"Mwaha de who wuo, mazanamalata wabvingwa na Ratsimilahu-ramanumanumpu waduhulia yi tsingoni. Mero,trabva, zitsongo sulutwani apua makazi li dago la yezi alikadza nozaudze","Cette même année, les zanamalata menés par ratsimilaho- ramaromanompo s'abattent sur tsingoni. Les incendies et pillages de la ville conduisent le sultan a transférer La capitale à dzaoudzi,"
"1797, mabetsimisaraka yabvingwa na sasi na tsimiariliza watria moro yi pamandze warenge na yi nusu ya wu wakazi.","En 1797, à la tête de leurs chefs sassi et tsimiariliza, les betsimisaraka incendient pamandzi et capturent une partie de la population."
"Ata yibvo yangiliwa na makafa, ata sulutwani moja kashindra atsanganisa zisiwa za komoru. Zizidi wureuha.","Malgré les razzias devastatrices, aucun sultan n'arrive à unifier les quatre îles de l'archipel d'où son affaiblissement."
"1804, wakazi waja wabamia ndzaudze waka baina ya 1 200 ata 1 500.","En 1804, la population réfugiée à Dzaoudzi est estimée entre 1200 et 1 500 personnes."
Yio de yi nusu ya wu wakazi wa yi maore.,Soit la moitié de la population de Mayotte.
"Mudjanga, muawana ahamadi amulola mazena mwana wa mufaume tsi-leuvalu mwana wa tsi-malumi na mufaume wa boeni.","Muanwana ahamadi épouse A Majunga la princesse mazena, une niece de tsi-levalou, fils de tsi-maloum et roi Du boeny"
"Mwaha de who wuo, salim 2 afariki nozauoze. Mwana wahe swalihi bin salim arenge yi shiri","Et cette même année, Salim ii meurt a Dzaoudzi. Son fils Soilih ben Salim lui succède au trône."
Yilazimu Niendre.,Je vais devoir rentrer.
Nisuhubvele bveleha.,Je vous raccompagne à terre.
"Desambru 1810, wangereza warenge yi murisi...","En décembre 1810, les Britanniques s'emparent de l'ile Maurice..."
Yitsongo wafarantsa wareme matso yi ɓushini na zisiwa za komoru.,... Ce qui porte l'intérêt des français pour Madagascar et les Comores.
"1817 maore, sulutwani swalihi bin salimu aka wuhizi wu wakazi ha nguvu ata waziri wahe muawana ahamadi akiri amidzi kaumu yiendre yimutsedze.","En 1817, à mayotte, le sultan soilh ben salim fait peser une telle tyrannie sur son peuple que son premier ministre muanwana ahamadi, acceptant de prendre la tête de la sedition, le fait assassiner."
"Watru wahe wamufanya <mawana≫ yaani sulutwani, 1817.","Ses partisans l'intronisent «mawana», c'est-à-dire sultan en 1817."
Wabushi waparilia hila zini warabve na wutsedza moni na ya masiwa.,Les malgaches profitèrent de cette discorde pour continuer à razzier l'archipel.
"Mwaha 1820, ha musada wa mushe wahe mazena, sulutwani muawana ahamadi afungu ""fatidra"" mukataba wa wunanya wa damu na mufalume sakalava tsi-levalu aka ɓweni.","En 1820, par l'intermédiaire de la princesse mazena, son épouse, le sultan muanwana ahamadi conclut un «fattidrah», pacte d'alliance par le sang avec le roi sakalava tsi-levalo qui règne alors sur boeny."
Fatidra yio yidza wunanya ɓaina ya wafalme waili wanu...,Ce fattidrah créa un lien de fraternité entre les deux souverains...
Yitsongo maore yitri pumu,"Ce qui épargna mayotte,"
"Oktoburu 1820, mazanamalata wagamatra zaidi ya watru 3 000 kilwa na mafia, said bin al-busaid sulutwani wa zanzibari ahimi abveleha madjahazi 20 yawapara rueha, svahanu maji ya shingo na ya ɓahari yaparana, wawatowo nyumba za lemenguni","Said ben al-busaid, le sultan de zanzibar riposte par une expédition punitive de 20 boutres en octobre 1820, les zanamalata font plus de 3 ooo captifs a kilwa et mafia. Qui les rattrape dans l'estuaire roueha et les décime jusqu'au dernier."
Muvitra wunu wuzimi hatwi ya makafa.,"Cette expedition signe la fin des razzias,"
"1823, tsi-levalu asuketsi mahitsampandzava esa angia moni na wu wusilamu.","En 1823, tsi-levalo s'établit à mahitsampazave et se convertit à l'islam..."
"Radama 1, mufaume mwasi, ɓushini rangu 1810 afariki tamatavi 1827.","Puis prend le Nom de bouba sadiki Andriantsouli,<le noble converti », le nom que vous lui connaissez."
"Esa adzihiri Buba swadiki Andriantsuli, dzina lile Mumujuao nalo.","Radama Ier, monarque malgache depuis 1810 meurt à Tananarive en 1827."
Wakati who...,Pendant ce temps...
"Wami, radama 1, mwana wa marehemu baba wangu andriamplinimerina, mufaume wa handra wa harihari ya yi ɓushini, tsina mupango mubole wa wutsanganisa pia yi Ɓushini...","Moi, radama ier, fils de mon défunt père Andrianampoinimerina, premier souverain du centre de Madagascar entamerai un vaste projet d'unification de Madagascar..."
Esa tsitsoka hunu bvlaka mamulaka mauri ya boeni nitsozingiliao niziranganye baina ya 1824 ata 1826.,…Et remettrai en cause l'existence des royaumes comme celui de boeny que j'envahirai et pillerai
Tsitsolisha kondro ya mume wangu ya wutsaha wubvumoja wa yi ɓushini,"Moi, Ranavalona Ière je poursuivrai le combat de mon mari pour la réunification de Madagascar"
Yitsongo mufaume andriantsuli atrala aja Maore.,Ce qui va pousser le roi andriantsouli à emigrer à Mayotte.
Mukini yibvo Yi meso ya yi maore yiyitsengedzao tu ɓushini yisuyiɓandzwa na zi zisiwa za komoru zaɓaki ?,Est-ce-que je me trompe si je pense que le destin de Mayotte se tournant davantage vers Madagascar se détache un peu plus des autres îles de l'archipel ?
"De namuna yio, Ɓe kweli trongo tsi ndzangu namuna Yio...","C'est vrai mais sur le terrain, c'est plus compliqué que cela..."
Wuangamifu wusumunukia muawana ahamadi; mwananya wahe mutru-mushe rukia ahamadi amuɗungu ha mutsi wa ko na wa ɓandra.,Muanwana ahamadi va en payer chèrement le prix en étant victime d'une redoutable cabale orchestrée contre lui par sa propre sœur roukia ahamadi.
"Wawe, mwananya wangu mutru-mume, ugauha ɗe mutrwana wa mubushi wule hamulola.","Toi, mon frère, tu es devenu l'esclave de cette malgache que tu as épousée."
Mufaume waho mazena ahubviria wuzimu.,Ta princesse mazéna t'as marabouté !
Mahakama ya sa ya yabvenuha ya wula mufalume bvahanu bvuhiriwao mawe makundru*.,"Victime de ce procès lapidaire, le sultan Est mis à mort au lieu-dit Mawe makundru*."
Rukia ahamadi asumukadza mwana wahe monye muku yi tadji ya wusulutwani wa maoree.,Roukia ahamadi intronise son fils mogne moukou comme sultan de mayotte.
"Ɓwana kombo ii, mwana wa mwananya wa muawana ahamadi alazimu alishe shiri yamuhakia.","Boina combo ii, fils adoptif de muanwana ahamadi doit laisser le trône qui lui revenait."
Asuendra ɓushini aendre amie hifadwi na mudibvio kiswa ha mufaume andriantsuli.,Il se rend à Madagascar pour demander protection et vengeance au roi andriantsouli.
"Ha mastaha Ju la ɓaɓa waho, nisuhubva mageshi 300 na laka fiara 20 uendre harenge shiri yaho.","En respect pour ton père, je te confie (300 guerriers et une vingtaine de laka fiara pour reconquérir ton trône."
Rishendra wuzia mwana rabusha wuo.,Nous allons Mettre fin à ce petit désagrément
Tsihurenge ɗe wawe.,Soyez-en remercier
"Murabvi atsowulawa, bwana kombo 2 aregezewe shirini hahe.",L'usurpateur sera tué. Boina combo ii rétabli au pouvoir.
"Mawe makundru : ɓaâda bvuatriha damu ya mufalime, svahanu vanu bvuhirwa mawe makundru > tsi ha siɓaɓu amba mawe yaka makundru, Ɓe ɗe yibvo mawe yaka yajaya damu. Bvahanu bvano tsi mbali na mahaburi ya manaswara ya Pamandzi.","Mawe makundru a la suite du sang royal verse, cet endroit fut surnommé non pas les pierres rouges comme on pourrait le croire mais < les pierres ensanglantées > ce site se trouve non loin ou cimetière catholique de Pamandzi"
"15 julieti 1832, andriantsuli ashindrwa na li djeshi la ranuvaluna, esa ayindziwa ɓushini. Apashia wuja maore na masakalava yahe yaka yamuamini.","Le 15 juillet 1832, vaincu par l'armée de ranavalona tere et chasse de son royaume, le roi andriantsouli quitte madagascar et s'embarque pour Mayotte avec les sakalavas qui lui sont pestes fidèles,"
"Nisuhurenga mugeni. Nisuhulishia yi jua-la-tsini ya nyambo ɓole wula Mutsapere ata ɓweni,",Je vous accorde l'asile et vous lègue le sud de la Grande-Terre de Mtsapéré à bouéni.
"Nisuhubvoshea marahaɓa,","Recevez mes remerciements,"
Mayesha ya wubvumoja ya masakalava na wamaore kayatsoka Mangu...,La cohabitation entre sakalavas et mahorais sera difficile...
"Tsipara haɓari Amba mageshi yahoYasuwula nyobe za wamaore mana, ari, zisungia moni na mindra ya mele yao?",On me rapporte que vos guerriers tuent les zébus des mahorais prétextant qu'ils saccagent les champs de paddy!
Mbani ɗe Ahuregeza shirini ? Lisha usudye zema na huruma !,Qui vous a rétabli au pouvoir ? Arrêtez de vous montrer ingrat !
Tsirenge yi shiri ya yezi ya maore 1832.,Je m'empare du trône de Mayotte en 1832
"Wakati who, ramanetaka, mwana wa wu muraba wa wafalme wa ɓushini agauha silamu adzihiri abdelrahmani esa adzihedza sulutwani mwali.","Pendant ce temps, ramanetaka, membre de la famille royale de madagascar se convertit à l'islam puis s'autoproclame sultan de mohéli sous le nom d'abdelrahmane."
"Londo 1833, sirikali ya daula ya ngerezani yivoti shiria yilalusao wutrwana.","A londrès en 1833, le parlement britannique vote l'abolition de l'esclavage."
"1834, wupulisiwa ya ɓwana kombo ii shirini, areme aendre mwali aendre amie musada ha abdelrahmani.","En 1834, boina combo ii déchu de son royaume, s'est enfui à mohéli et demande assistance au sultan abdelrahmane."
"Mufaume,Andriantsuli anibvoshea Yi shiri. Nisumia musada waho.","Votre majesté, andriantsouli m'a chassé de mon trône. Je sollicite votre aide"
"Ritsomutrusa.Ɓe, maore yitsoka hari ya zi amuri za yi mwali",Nous le chasserons mais mayotte devra reconnaître la suzerainete de moheli
"Whindziwa yahe nozaudze, andriantsuli afushia ndzuani ala wumupara abdallah ii.","Chasse de Dzaoudzi, andriantsouli se rend a Anjouan auprès d’Abdallah II."
"Ha wufanya mauri nozuani yitsorenga yi maore, bwana kombo apara hifadwi ya abdelrahamani.","Feignant de reconnaître la suzerainete d’Anjouan sur Mayotte, il obtient sa protection."
"Bvabvo,Risuingilia yi Maore meso. Wawe utsoka ɗe gavana wangu.",Nous attaquerons donc Mayotte et je vous nommerai gouverneur.
"Ha nguvu za madjeshi masakalava yahe na laturupu nyengi abvawayo na mwana mushe wa mufaume wa ɓushini, andriantsuli na abdallah ii warenge yi nyambo ɓole okutoburu 1835.","Fort de ses guerriers sakalavas menés par fiunzuna et d'un millier d'hommes fournis par la reine ouantitsi de madagascar, andriantsouli et abdailah ii se rendent maîtres de la grande-terre en octobre 1835."
